origin,year_x,month,day,temp,mean_temp
EWR,2013,9,20,66.02,66.02
EWR,2013,9,20,66.92,66.92
EWR,2013,9,20,69.08,69.08
EWR,2013,9,20,69.98,69.98
EWR,2013,9,20,71.06,71.06
EWR,2013,9,20,73.04,73.04
EWR,2013,9,20,73.94,73.94
EWR,2013,9,20,75.92,75.92
EWR,2013,9,20,77.0,77.0
EWR,2013,9,20,78.08,78.08
EWR,2013,9,21,59.0,59.0
EWR,2013,9,21,60.98,60.98
EWR,2013,9,21,64.04,64.04
EWR,2013,9,21,66.02,66.02
EWR,2013,9,21,69.98,69.98
EWR,2013,9,21,71.96,71.96
EWR,2013,9,21,73.04,73.04
EWR,2013,9,21,75.02,75.02
EWR,2013,9,21,77.0,77.0
EWR,2013,9,21,78.08,78.08
EWR,2013,9,21,80.06,80.06
EWR,2013,9,22,60.08,60.08
EWR,2013,9,22,60.98,60.98
EWR,2013,9,22,62.96,62.96000000000001
EWR,2013,9,22,66.02,66.02
EWR,2013,9,22,66.92,66.92
EWR,2013,9,22,68.0,68.0
EWR,2013,9,22,69.08,69.08
EWR,2013,9,23,51.08,51.080000000000005
EWR,2013,9,23,53.06,53.06
EWR,2013,9,23,55.04,55.04
EWR,2013,9,23,55.94,55.94
EWR,2013,9,23,57.92,57.92000000000001
EWR,2013,9,23,60.08,60.08
EWR,2013,9,23,60.98,60.98
EWR,2013,9,23,62.06,62.06
EWR,2013,9,23,62.96,62.96
EWR,2013,9,23,64.04,64.04
EWR,2013,9,23,64.94,64.94
EWR,2013,9,23,66.02,66.02
EWR,2013,9,24,48.02,48.019999999999996
EWR,2013,9,24,50.0,50.0
EWR,2013,9,24,53.06,53.06
EWR,2013,9,24,55.94,55.94
EWR,2013,9,24,60.08,60.08
EWR,2013,9,24,62.96,62.96
EWR,2013,9,24,64.04,64.04
EWR,2013,9,24,66.02,66.02
EWR,2013,9,24,68.0,68.0
EWR,2013,9,24,71.06,71.06
EWR,2013,9,24,73.04,73.04
EWR,2013,9,24,73.94,73.94
EWR,2013,9,24,75.02,75.02
EWR,2013,9,25,51.98,51.98
EWR,2013,9,25,55.94,55.94
EWR,2013,9,25,60.08,60.08
EWR,2013,9,25,62.06,62.06
EWR,2013,9,25,64.04,64.04
EWR,2013,9,25,64.94,64.94
EWR,2013,9,25,66.92,66.92
EWR,2013,9,25,69.08,69.08
EWR,2013,9,25,71.96,71.96000000000001
EWR,2013,9,25,73.94,73.94
EWR,2013,9,26,57.02,57.02000000000001
EWR,2013,9,26,59.0,59.0
EWR,2013,9,26,62.06,62.06
EWR,2013,9,26,62.96,62.96
EWR,2013,9,26,64.04,64.03999999999999
EWR,2013,9,26,64.94,64.94
EWR,2013,9,26,66.02,66.02
EWR,2013,9,26,66.92,66.92
EWR,2013,9,26,68.0,68.0
EWR,2013,9,26,69.08,69.08
EWR,2013,9,26,69.8,69.8
EWR,2013,9,27,55.04,55.04
EWR,2013,9,27,57.02,57.02
EWR,2013,9,27,57.92,57.92
EWR,2013,9,27,62.06,62.06
EWR,2013,9,27,62.96,62.96
EWR,2013,9,27,64.04,64.04
EWR,2013,9,27,64.94,64.94
EWR,2013,9,27,66.02,66.02
EWR,2013,9,27,66.92,66.92
EWR,2013,9,27,68.0,68.0
EWR,2013,9,28,55.94,55.94
EWR,2013,9,28,57.02,57.02
EWR,2013,9,28,57.92,57.92
EWR,2013,9,28,60.98,60.98
EWR,2013,9,28,64.94,64.94
EWR,2013,9,28,68.0,68.0
EWR,2013,9,28,69.08,69.08
EWR,2013,9,28,69.98,69.98
EWR,2013,9,28,71.96,71.96
EWR,2013,9,28,73.04,73.04
EWR,2013,9,29,53.96,53.96
EWR,2013,9,29,57.92,57.92
EWR,2013,9,29,60.98,60.98
EWR,2013,9,29,62.06,62.06
EWR,2013,9,29,62.96,62.959999999999994
EWR,2013,9,29,64.94,64.94
EWR,2013,9,29,66.02,66.02
EWR,2013,9,29,68.0,68.0
EWR,2013,9,29,69.08,69.08
EWR,2013,9,29,69.98,69.98
EWR,2013,9,29,71.06,71.06
EWR,2013,9,30,53.06,53.06
EWR,2013,9,30,55.94,55.94
EWR,2013,9,30,59.0,59.0
EWR,2013,9,30,62.96,62.96
EWR,2013,9,30,64.04,64.04
EWR,2013,9,30,64.94,64.94
EWR,2013,9,30,66.02,66.02
EWR,2013,9,30,66.92,66.92
EWR,2013,9,30,68.0,68.0
EWR,2013,9,30,69.98,69.98
EWR,2013,9,30,71.96,71.96000000000001
EWR,2013,9,30,73.04,73.04
EWR,2013,10,1,53.06,53.06
EWR,2013,10,1,55.04,55.04
EWR,2013,10,1,57.02,57.02
EWR,2013,10,1,62.96,62.96
EWR,2013,10,1,69.08,69.08
EWR,2013,10,1,71.96,71.96
EWR,2013,10,1,73.94,73.94
EWR,2013,10,1,75.92,75.92
EWR,2013,10,1,78.08,78.08
EWR,2013,10,1,80.06,80.06
EWR,2013,10,1,80.96,80.96
EWR,2013,10,1,82.04,82.03999999999999
EWR,2013,10,2,59.0,59.0
EWR,2013,10,2,60.98,60.98
EWR,2013,10,2,62.06,62.06
EWR,2013,10,2,68.0,68.0
EWR,2013,10,2,73.04,73.04
EWR,2013,10,2,75.92,75.92
EWR,2013,10,2,77.0,77.0
EWR,2013,10,2,78.98,78.98
EWR,2013,10,2,80.06,80.06
EWR,2013,10,2,82.04,82.04
EWR,2013,10,2,82.94,82.94
EWR,2013,10,2,84.92,84.92
EWR,2013,10,3,62.96,62.96
EWR,2013,10,3,64.94,64.94
EWR,2013,10,3,68.0,68.0
EWR,2013,10,3,69.98,69.98
EWR,2013,10,3,71.06,71.06
EWR,2013,10,3,71.96,71.96
EWR,2013,10,3,73.04,73.04
EWR,2013,10,3,73.94,73.94
EWR,2013,10,3,75.02,75.02
EWR,2013,10,3,75.92,75.92
EWR,2013,10,3,78.98,78.98
EWR,2013,10,3,80.06,80.05999999999997
EWR,2013,10,4,64.04,64.04
EWR,2013,10,4,64.94,64.94
EWR,2013,10,4,69.98,69.98
EWR,2013,10,4,73.94,73.94
EWR,2013,10,4,78.08,78.08
EWR,2013,10,4,78.98,78.98
EWR,2013,10,4,80.96,80.96
EWR,2013,10,4,82.94,82.94
EWR,2013,10,4,84.92,84.92
EWR,2013,10,4,86.0,86.0
EWR,2013,10,4,87.08,87.08
EWR,2013,10,4,87.98,87.98
EWR,2013,10,4,89.06,89.06
EWR,2013,10,5,64.04,64.04
EWR,2013,10,5,64.94,64.94
EWR,2013,10,5,66.02,66.02
EWR,2013,10,5,66.92,66.92
EWR,2013,10,5,68.0,68.0
EWR,2013,10,5,69.98,69.98
EWR,2013,10,5,73.04,73.04
EWR,2013,10,5,75.02,75.02
EWR,2013,10,5,75.92,75.92
EWR,2013,10,5,77.0,77.0
EWR,2013,10,6,66.2,66.2
EWR,2013,10,6,66.92,66.92
EWR,2013,10,6,69.08,69.08000000000001
EWR,2013,10,6,69.8,69.79999999999998
EWR,2013,10,6,69.98,69.98
EWR,2013,10,7,60.98,60.98
EWR,2013,10,7,62.06,62.06
EWR,2013,10,7,62.6,62.6
EWR,2013,10,7,66.2,66.2
EWR,2013,10,7,66.92,66.92
EWR,2013,10,7,69.98,69.98
EWR,2013,10,7,71.06,71.06
EWR,2013,10,7,71.96,71.96
EWR,2013,10,7,73.4,73.4
EWR,2013,10,7,73.94,73.94
EWR,2013,10,7,78.08,78.08
EWR,2013,10,7,78.98,78.98
EWR,2013,10,7,80.6,80.6
EWR,2013,10,8,53.96,53.96
EWR,2013,10,8,55.04,55.04
EWR,2013,10,8,59.0,59.0
EWR,2013,10,8,60.08,60.08
EWR,2013,10,8,60.98,60.98
EWR,2013,10,8,62.96,62.96
EWR,2013,10,8,64.04,64.04
EWR,2013,10,8,66.02,66.02
EWR,2013,10,8,66.92,66.92
EWR,2013,10,8,68.0,68.0
EWR,2013,10,8,69.08,69.08
EWR,2013,10,9,51.08,51.08
EWR,2013,10,9,51.98,51.98
EWR,2013,10,9,53.96,53.96
EWR,2013,10,9,55.94,55.94
EWR,2013,10,9,57.92,57.92
EWR,2013,10,9,59.0,59.0
EWR,2013,10,9,60.08,60.08
EWR,2013,10,9,60.98,60.98
EWR,2013,10,9,62.06,62.05999999999999
EWR,2013,10,9,62.96,62.96
EWR,2013,10,10,53.06,53.06
EWR,2013,10,10,53.96,53.96000000000001
EWR,2013,10,10,55.94,55.94
EWR,2013,10,10,57.92,57.919999999999995
EWR,2013,10,10,59.0,59.0
EWR,2013,10,10,60.08,60.080000000000005
EWR,2013,10,10,60.98,60.98
EWR,2013,10,10,62.06,62.06
EWR,2013,10,10,62.96,62.959999999999994
EWR,2013,10,11,60.8,60.8
EWR,2013,10,11,60.98,60.98
EWR,2013,10,11,62.06,62.06
EWR,2013,10,11,62.96,62.96
EWR,2013,10,11,64.04,64.04
EWR,2013,10,11,64.4,64.4
EWR,2013,10,11,66.02,66.02
EWR,2013,10,11,66.92,66.92
EWR,2013,10,11,68.0,68.0
EWR,2013,10,11,69.08,69.08
EWR,2013,10,12,59.0,59.0
EWR,2013,10,12,60.98,60.98
EWR,2013,10,12,64.04,64.04
EWR,2013,10,12,66.02,66.02
EWR,2013,10,12,68.0,68.0
EWR,2013,10,12,69.08,69.08
EWR,2013,10,12,69.98,69.98
EWR,2013,10,12,71.06,71.06
EWR,2013,10,12,73.04,73.04
EWR,2013,10,13,55.94,55.94
EWR,2013,10,13,57.92,57.92
EWR,2013,10,13,59.0,59.0
EWR,2013,10,13,60.08,60.07999999999999
EWR,2013,10,13,60.98,60.980000000000004
EWR,2013,10,13,62.06,62.06
EWR,2013,10,13,62.96,62.96
EWR,2013,10,13,64.04,64.04
EWR,2013,10,13,64.4,64.4
EWR,2013,10,13,64.94,64.94
EWR,2013,10,13,66.02,66.02
EWR,2013,10,14,50.0,50.0
EWR,2013,10,14,51.98,51.980000000000004
EWR,2013,10,14,57.02,57.02
EWR,2013,10,14,59.0,59.0
EWR,2013,10,14,60.08,60.07999999999999
EWR,2013,10,14,60.98,60.98
EWR,2013,10,14,62.06,62.06
EWR,2013,10,14,64.04,64.03999999999999
EWR,2013,10,14,64.94,64.94
EWR,2013,10,14,66.02,66.02
EWR,2013,10,15,51.98,51.98
EWR,2013,10,15,53.06,53.06
EWR,2013,10,15,57.02,57.02
EWR,2013,10,15,60.98,60.98
EWR,2013,10,15,62.06,62.06
EWR,2013,10,15,62.96,62.96
EWR,2013,10,15,64.04,64.04
EWR,2013,10,15,66.02,66.02
EWR,2013,10,15,68.0,68.0
EWR,2013,10,15,69.08,69.08
EWR,2013,10,15,69.98,69.98
EWR,2013,10,16,55.94,55.94
EWR,2013,10,16,57.2,57.2
EWR,2013,10,16,59.0,59.0
EWR,2013,10,16,60.98,60.98
EWR,2013,10,16,62.06,62.06
EWR,2013,10,16,62.6,62.6
EWR,2013,10,16,62.96,62.96
EWR,2013,10,16,64.04,64.04
EWR,2013,10,16,66.02,66.02
EWR,2013,10,16,66.2,66.2
EWR,2013,10,16,66.92,66.91999999999999
EWR,2013,10,17,62.06,62.06
EWR,2013,10,17,62.96,62.96
EWR,2013,10,17,64.4,64.4
EWR,2013,10,17,64.94,64.94
EWR,2013,10,17,66.2,66.2
EWR,2013,10,17,66.92,66.92
EWR,2013,10,17,68.0,68.0
EWR,2013,10,17,69.08,69.08
EWR,2013,10,17,69.98,69.98
EWR,2013,10,17,71.06,71.06
EWR,2013,10,17,71.96,71.96
EWR,2013,10,17,73.04,73.04
EWR,2013,10,17,73.4,73.4
EWR,2013,10,17,73.94,73.94
EWR,2013,10,18,57.02,57.02
EWR,2013,10,18,57.92,57.92
EWR,2013,10,18,60.08,60.07999999999999
EWR,2013,10,18,60.98,60.98
EWR,2013,10,18,62.06,62.06
EWR,2013,10,18,62.96,62.96
EWR,2013,10,18,64.04,64.04
EWR,2013,10,18,64.94,64.94
EWR,2013,10,18,66.02,66.02
EWR,2013,10,18,66.92,66.92
EWR,2013,10,18,68.0,68.0
EWR,2013,10,18,69.08,69.08000000000001
EWR,2013,10,19,48.92,48.92
EWR,2013,10,19,50.0,50.0
EWR,2013,10,19,53.96,53.96
EWR,2013,10,19,57.02,57.02
EWR,2013,10,19,60.98,60.98
EWR,2013,10,19,62.06,62.06
EWR,2013,10,19,62.96,62.96000000000001
EWR,2013,10,20,48.92,48.92
EWR,2013,10,20,51.08,51.080000000000005
EWR,2013,10,20,55.04,55.04
EWR,2013,10,20,55.94,55.94
EWR,2013,10,20,57.02,57.02
EWR,2013,10,20,57.92,57.92
EWR,2013,10,20,59.0,59.0
EWR,2013,10,20,60.08,60.08
EWR,2013,10,20,62.06,62.06
EWR,2013,10,20,62.96,62.96
EWR,2013,10,20,64.04,64.04
EWR,2013,10,20,64.94,64.94
EWR,2013,10,21,44.06,44.06
EWR,2013,10,21,44.96,44.96
EWR,2013,10,21,46.04,46.04
EWR,2013,10,21,50.0,50.0
EWR,2013,10,21,55.94,55.94
EWR,2013,10,21,57.02,57.02
EWR,2013,10,21,60.98,60.98
EWR,2013,10,21,62.96,62.96
EWR,2013,10,21,64.04,64.04
EWR,2013,10,21,64.94,64.94
EWR,2013,10,21,66.02,66.02
EWR,2013,10,21,66.92,66.92
EWR,2013,10,21,68.0,68.0
EWR,2013,10,22,50.0,50.0
EWR,2013,10,22,53.96,53.96
EWR,2013,10,22,55.94,55.94
EWR,2013,10,22,57.92,57.919999999999995
EWR,2013,10,22,60.08,60.07999999999999
EWR,2013,10,22,60.98,60.98
EWR,2013,10,22,62.06,62.06
EWR,2013,10,22,64.04,64.04
EWR,2013,10,22,66.92,66.92
EWR,2013,10,23,48.02,48.02
EWR,2013,10,23,48.92,48.919999999999995
EWR,2013,10,23,50.0,50.0
EWR,2013,10,23,51.08,51.080000000000005
EWR,2013,10,23,51.98,51.98
EWR,2013,10,23,53.06,53.06
EWR,2013,10,23,53.96,53.96
EWR,2013,10,23,55.04,55.04
EWR,2013,10,23,55.94,55.94
EWR,2013,10,24,39.02,39.02
EWR,2013,10,24,39.92,39.92000000000001
EWR,2013,10,24,41.0,41.0
EWR,2013,10,24,44.06,44.06
EWR,2013,10,24,44.96,44.96
EWR,2013,10,24,46.04,46.04
EWR,2013,10,24,46.94,46.94
EWR,2013,10,24,48.02,48.02
EWR,2013,10,24,48.92,48.92
EWR,2013,10,24,50.0,50.0
EWR,2013,10,24,51.98,51.98
EWR,2013,10,24,53.06,53.06
EWR,2013,10,24,53.96,53.96
EWR,2013,10,24,55.94,55.94
EWR,2013,10,25,37.94,37.94
EWR,2013,10,25,39.02,39.02
EWR,2013,10,25,42.08,42.08
EWR,2013,10,25,46.94,46.94
EWR,2013,10,25,48.92,48.92
EWR,2013,10,25,50.0,50.0
EWR,2013,10,25,51.08,51.08
EWR,2013,10,25,51.98,51.98
EWR,2013,10,25,53.06,53.06
EWR,2013,10,25,53.96,53.96
EWR,2013,10,26,33.08,33.08
EWR,2013,10,26,33.98,33.98
EWR,2013,10,26,35.96,35.96
EWR,2013,10,26,39.92,39.92
EWR,2013,10,26,44.96,44.96
EWR,2013,10,26,50.0,50.0
EWR,2013,10,26,51.98,51.98
EWR,2013,10,26,53.06,53.06
EWR,2013,10,26,53.96,53.96
EWR,2013,10,26,55.04,55.04
EWR,2013,10,26,55.94,55.94000000000001
EWR,2013,10,27,44.06,44.06
EWR,2013,10,27,48.02,48.02
EWR,2013,10,27,48.92,48.92
EWR,2013,10,27,51.08,51.080000000000005
EWR,2013,10,27,51.98,51.980000000000004
EWR,2013,10,27,53.96,53.96
EWR,2013,10,27,55.04,55.04
EWR,2013,10,27,57.02,57.02
EWR,2013,10,27,57.92,57.92
EWR,2013,10,27,59.0,59.0
EWR,2013,10,27,60.08,60.08
EWR,2013,10,27,60.98,60.98
EWR,2013,10,28,37.94,37.94
EWR,2013,10,28,39.92,39.92
EWR,2013,10,28,44.06,44.06
EWR,2013,10,28,50.0,50.0
EWR,2013,10,28,53.06,53.06
EWR,2013,10,28,55.04,55.040000000000006
EWR,2013,10,28,57.02,57.02
EWR,2013,10,28,59.0,59.0
EWR,2013,10,28,60.08,60.08
EWR,2013,10,28,60.98,60.98
EWR,2013,10,28,62.06,62.06
EWR,2013,10,28,62.96,62.96
EWR,2013,10,29,42.98,42.98
EWR,2013,10,29,44.06,44.06
EWR,2013,10,29,44.96,44.96
EWR,2013,10,29,46.04,46.04
EWR,2013,10,29,46.94,46.94
EWR,2013,10,29,48.02,48.02
EWR,2013,10,29,50.0,50.0
EWR,2013,10,29,51.98,51.98
EWR,2013,10,29,53.06,53.06
EWR,2013,10,29,53.96,53.96
EWR,2013,10,29,55.04,55.04
EWR,2013,10,29,55.94,55.94
EWR,2013,10,29,57.02,57.02
EWR,2013,10,30,44.06,44.06
EWR,2013,10,30,44.96,44.96
EWR,2013,10,30,48.92,48.92
EWR,2013,10,30,51.08,51.08
EWR,2013,10,30,53.96,53.96
EWR,2013,10,30,55.94,55.94
EWR,2013,10,30,57.2,57.20000000000001
EWR,2013,10,30,57.92,57.92
EWR,2013,10,30,59.0,59.0
EWR,2013,10,30,60.08,60.080000000000005
EWR,2013,10,30,60.98,60.98
EWR,2013,10,30,62.06,62.06
EWR,2013,10,31,55.94,55.94
EWR,2013,10,31,57.2,57.199999999999996
EWR,2013,10,31,60.98,60.98
EWR,2013,10,31,62.96,62.96
EWR,2013,10,31,64.04,64.04
EWR,2013,10,31,64.4,64.4
EWR,2013,10,31,64.94,64.94
EWR,2013,10,31,66.02,66.02
EWR,2013,10,31,66.92,66.92
EWR,2013,10,31,68.0,68.0
EWR,2013,11,1,60.08,60.08
EWR,2013,11,1,62.96,62.96
EWR,2013,11,1,64.04,64.04
EWR,2013,11,1,64.4,64.4
EWR,2013,11,1,64.94,64.94
EWR,2013,11,1,66.02,66.02
EWR,2013,11,1,68.0,68.0
EWR,2013,11,1,69.08,69.08
EWR,2013,11,1,69.98,69.98
EWR,2013,11,1,71.06,71.06
EWR,2013,11,2,53.96,53.96
EWR,2013,11,2,55.04,55.04
EWR,2013,11,2,57.02,57.02
EWR,2013,11,2,57.92,57.92
EWR,2013,11,2,60.08,60.08
EWR,2013,11,2,60.98,60.98
EWR,2013,11,2,64.04,64.04
EWR,2013,11,2,64.94,64.94
EWR,2013,11,2,66.92,66.92
EWR,2013,11,3,37.94,37.94
EWR,2013,11,3,39.02,39.02
EWR,2013,11,3,39.92,39.92
EWR,2013,11,3,44.06,44.06
EWR,2013,11,3,46.94,46.94
EWR,2013,11,3,47.12,47.12
EWR,2013,11,3,47.48,47.48
EWR,2013,11,3,48.02,48.02
EWR,2013,11,3,48.2,48.2
EWR,2013,11,3,48.92,48.92
EWR,2013,11,3,49.1,49.1
EWR,2013,11,3,50.54,50.54
EWR,2013,11,3,50.72,50.72
EWR,2013,11,3,51.98,51.98
EWR,2013,11,4,32.0,32.0
EWR,2013,11,4,33.08,33.08
EWR,2013,11,4,35.96,35.96
EWR,2013,11,4,39.02,39.02
EWR,2013,11,4,41.0,41.0
EWR,2013,11,4,42.98,42.98
EWR,2013,11,4,44.06,44.059999999999995
EWR,2013,11,4,44.96,44.959999999999994
EWR,2013,11,4,46.04,46.04
EWR,2013,11,5,35.96,35.96
EWR,2013,11,5,37.04,37.04
EWR,2013,11,5,41.0,41.0
EWR,2013,11,5,46.94,46.94
EWR,2013,11,5,50.0,50.0
EWR,2013,11,5,51.08,51.08
EWR,2013,11,5,51.98,51.980000000000004
EWR,2013,11,5,53.06,53.059999999999995
EWR,2013,11,5,53.96,53.96
EWR,2013,11,6,48.02,48.02
EWR,2013,11,6,51.08,51.08
EWR,2013,11,6,55.04,55.04
EWR,2013,11,6,55.94,55.94
EWR,2013,11,6,57.02,57.02
EWR,2013,11,6,57.92,57.92
EWR,2013,11,6,59.0,59.0
EWR,2013,11,6,60.08,60.08000000000001
EWR,2013,11,6,60.98,60.98
EWR,2013,11,7,44.06,44.06
EWR,2013,11,7,46.04,46.04
EWR,2013,11,7,46.94,46.94
EWR,2013,11,7,48.02,48.02
EWR,2013,11,7,48.92,48.92
EWR,2013,11,7,51.08,51.080000000000005
EWR,2013,11,7,60.08,60.08
EWR,2013,11,7,60.8,60.79999999999999
EWR,2013,11,7,62.06,62.06
EWR,2013,11,7,62.96,62.96
EWR,2013,11,7,64.4,64.4
EWR,2013,11,8,39.92,39.92
EWR,2013,11,8,41.0,41.0
EWR,2013,11,8,42.98,42.980000000000004
EWR,2013,11,8,44.06,44.06
EWR,2013,11,8,46.04,46.04
EWR,2013,11,8,46.94,46.940000000000005
EWR,2013,11,8,48.92,48.919999999999995
EWR,2013,11,8,50.0,50.0
EWR,2013,11,9,35.96,35.96
EWR,2013,11,9,37.94,37.94
EWR,2013,11,9,44.06,44.06
EWR,2013,11,9,44.96,44.96
EWR,2013,11,9,46.04,46.04
EWR,2013,11,9,46.94,46.94
EWR,2013,11,9,48.02,48.02
EWR,2013,11,9,48.92,48.92
EWR,2013,11,9,50.0,50.0
EWR,2013,11,10,41.0,41.0
EWR,2013,11,10,42.98,42.98
EWR,2013,11,10,48.02,48.02
EWR,2013,11,10,50.0,50.0
EWR,2013,11,10,51.08,51.080000000000005
EWR,2013,11,10,55.04,55.04
EWR,2013,11,10,57.92,57.92
EWR,2013,11,10,59.0,59.0
EWR,2013,11,10,60.08,60.08
EWR,2013,11,11,41.0,41.0
EWR,2013,11,11,44.06,44.06
EWR,2013,11,11,44.96,44.96
EWR,2013,11,11,47.3,47.3
EWR,2013,11,11,50.72,50.72
EWR,2013,11,11,51.08,51.08
EWR,2013,11,11,51.26,51.26
EWR,2013,11,11,51.98,51.980000000000004
EWR,2013,11,11,53.06,53.06
EWR,2013,11,12,33.08,33.08
EWR,2013,11,12,33.98,33.98
EWR,2013,11,12,35.06,35.06
EWR,2013,11,12,35.6,35.6
EWR,2013,11,12,35.96,35.96
EWR,2013,11,12,37.04,37.03999999999999
EWR,2013,11,12,37.4,37.4
EWR,2013,11,12,37.94,37.94
EWR,2013,11,12,39.92,39.92
EWR,2013,11,13,28.94,28.94
EWR,2013,11,13,30.02,30.02
EWR,2013,11,13,32.0,32.0
EWR,2013,11,13,33.08,33.08
EWR,2013,11,13,33.98,33.98
EWR,2013,11,13,35.06,35.06
EWR,2013,11,13,35.96,35.96
EWR,2013,11,13,37.94,37.94
EWR,2013,11,13,39.02,39.02
EWR,2013,11,13,39.92,39.92
EWR,2013,11,14,30.92,30.92
EWR,2013,11,14,33.98,33.98
EWR,2013,11,14,37.04,37.04
EWR,2013,11,14,42.08,42.08
EWR,2013,11,14,44.06,44.06
EWR,2013,11,14,44.96,44.96
EWR,2013,11,14,46.04,46.040000000000006
EWR,2013,11,14,48.92,48.92
EWR,2013,11,14,50.0,50.0
EWR,2013,11,14,51.08,51.08
EWR,2013,11,14,51.98,51.98
EWR,2013,11,14,53.06,53.06
EWR,2013,11,14,53.96,53.96
EWR,2013,11,15,35.06,35.06
EWR,2013,11,15,39.92,39.92
EWR,2013,11,15,42.98,42.98
EWR,2013,11,15,44.96,44.959999999999994
EWR,2013,11,15,46.94,46.94
EWR,2013,11,15,48.02,48.02
EWR,2013,11,15,50.0,50.0
EWR,2013,11,15,51.08,51.08
EWR,2013,11,15,51.98,51.98
EWR,2013,11,15,53.06,53.06
EWR,2013,11,15,53.96,53.96
EWR,2013,11,15,55.04,55.04
EWR,2013,11,15,55.94,55.94
EWR,2013,11,15,57.02,57.019999999999996
EWR,2013,11,16,46.94,46.94
EWR,2013,11,16,48.02,48.02
EWR,2013,11,16,48.92,48.92
EWR,2013,11,16,50.0,50.0
EWR,2013,11,16,51.98,51.980000000000004
EWR,2013,11,16,53.96,53.96
EWR,2013,11,16,55.04,55.04
EWR,2013,11,16,55.94,55.94
EWR,2013,11,16,57.02,57.02
EWR,2013,11,16,57.92,57.92
EWR,2013,11,16,59.0,59.0
EWR,2013,11,17,51.08,51.07999999999999
EWR,2013,11,17,51.98,51.98
EWR,2013,11,17,53.96,53.96
EWR,2013,11,17,55.04,55.04
EWR,2013,11,17,55.94,55.94
EWR,2013,11,17,57.02,57.02
EWR,2013,11,17,57.2,57.2
EWR,2013,11,17,57.92,57.92000000000001
EWR,2013,11,17,59.0,59.0
EWR,2013,11,17,60.08,60.080000000000005
EWR,2013,11,17,60.8,60.8
EWR,2013,11,18,53.06,53.06
EWR,2013,11,18,53.96,53.96
EWR,2013,11,18,55.94,55.94
EWR,2013,11,18,57.02,57.02
EWR,2013,11,18,57.92,57.92000000000001
EWR,2013,11,18,59.0,59.0
EWR,2013,11,18,60.98,60.98
EWR,2013,11,18,62.06,62.06
EWR,2013,11,18,64.04,64.04
EWR,2013,11,18,64.94,64.94
EWR,2013,11,18,66.02,66.02
EWR,2013,11,18,66.92,66.92
EWR,2013,11,19,37.94,37.94
EWR,2013,11,19,39.02,39.02
EWR,2013,11,19,39.92,39.92
EWR,2013,11,19,41.0,41.0
EWR,2013,11,19,42.08,42.08
EWR,2013,11,19,42.98,42.98
EWR,2013,11,19,44.06,44.06
EWR,2013,11,19,44.96,44.96
EWR,2013,11,19,46.04,46.04
EWR,2013,11,19,46.94,46.94
EWR,2013,11,19,48.02,48.02
EWR,2013,11,20,32.0,32.0
EWR,2013,11,20,33.08,33.08
EWR,2013,11,20,33.98,33.98
EWR,2013,11,20,35.06,35.06
EWR,2013,11,20,37.04,37.040000000000006
EWR,2013,11,20,39.92,39.92
EWR,2013,11,20,42.08,42.08
EWR,2013,11,20,42.98,42.98
EWR,2013,11,20,44.96,44.96
EWR,2013,11,21,30.92,30.92
EWR,2013,11,21,32.0,32.0
EWR,2013,11,21,33.08,33.08
EWR,2013,11,21,37.94,37.94
EWR,2013,11,21,42.08,42.08
EWR,2013,11,21,48.92,48.92
EWR,2013,11,21,50.0,50.0
EWR,2013,11,21,51.08,51.08
EWR,2013,11,22,51.08,51.08
EWR,2013,11,22,51.8,51.79999999999999
EWR,2013,11,22,53.06,53.06
EWR,2013,11,22,53.6,53.6
EWR,2013,11,22,53.96,53.96
EWR,2013,11,22,55.04,55.04
EWR,2013,11,22,55.94,55.94
EWR,2013,11,22,57.02,57.02
EWR,2013,11,23,33.98,33.98
EWR,2013,11,23,39.02,39.02
EWR,2013,11,23,41.0,41.0
EWR,2013,11,23,42.08,42.08
EWR,2013,11,23,42.98,42.98
EWR,2013,11,23,44.96,44.96
EWR,2013,11,23,46.94,46.94
EWR,2013,11,23,48.02,48.02
EWR,2013,11,24,23.0,23.0
EWR,2013,11,24,24.08,24.08
EWR,2013,11,24,24.98,24.98
EWR,2013,11,24,26.06,26.059999999999995
EWR,2013,11,24,26.96,26.960000000000004
EWR,2013,11,24,28.04,28.04
EWR,2013,11,24,28.94,28.94
EWR,2013,11,24,30.02,30.020000000000003
EWR,2013,11,25,21.02,21.02
EWR,2013,11,25,24.08,24.08
EWR,2013,11,25,26.96,26.96
EWR,2013,11,25,28.94,28.94
EWR,2013,11,25,30.92,30.92
EWR,2013,11,25,32.0,32.0
EWR,2013,11,25,33.08,33.07999999999999
EWR,2013,11,25,33.98,33.98
EWR,2013,11,25,35.06,35.06
EWR,2013,11,25,35.96,35.96
EWR,2013,11,26,33.98,33.98
EWR,2013,11,26,35.06,35.06
EWR,2013,11,26,35.96,35.96
EWR,2013,11,26,37.04,37.04
EWR,2013,11,26,37.94,37.94
EWR,2013,11,26,39.02,39.02
EWR,2013,11,26,39.92,39.92
EWR,2013,11,26,42.08,42.08
EWR,2013,11,27,35.96,35.96
EWR,2013,11,27,37.4,37.4
EWR,2013,11,27,37.94,37.94
EWR,2013,11,27,39.02,39.02
EWR,2013,11,27,39.92,39.92
EWR,2013,11,27,41.0,41.0
EWR,2013,11,27,42.08,42.08
EWR,2013,11,27,42.8,42.8
EWR,2013,11,27,44.06,44.06
